49672	6	20020101	20181231
Time_Day	Precip	Temp	RH	Wind	RN
0	0	-26.44	0.061	2.112	4.75
0.125	0	-22.53	0.068	2.708	185.75
0.25	0	-17.04	0.997	3.042	308.5
0.375	0	-15.41	0.948	3.792	140.25
0.5	0	-17.44	0.395	2.218	0
0.625	0	-19.65	0.493	1.462	0
0.75	0	-20.31	0.488	1.22	0
0.875	0	-21.87	0.462	1.648	0
1	0	-23.91	0.483	1.316	4.75
1.125	0	-20.68	0.387	0.786	267.75
1.25	0	-15.84	0.692	1.99	412.5
1.375	0	-13.32	0.536	1.5	170.75
1.5	0	-14.9	0.033	0.052	0
1.625	0	-18.32	0.18	0.052	0
1.75	0	-20.29	0.396	0.164	0
1.875	0	-21.32	0.106	0.572	0
2	0	-23.2	0.021	0.466	4.25
2.125	0	-18.77	0.128	0.052	272.25
2.25	0	-14.5	0.582	1.976	399
2.375	0	-13.79	0.693	1.022	157
2.5	0	-15.26	0.151	0.052	0
2.625	0	-18.34	0.061	0.052	0
2.75	0	-20.86	0.756	0.452	0
2.875	0	-23.95	1.006	0.288	0
3	0	-26.36	1.012	0.122	4.5
3.125	0	-21.67	0.875	0.382	298.5
3.25	0	-15.7	0.435	3.102	439.25
3.375	0	-15.83	0.313	2.006	158
3.5	0	-17.17	0.372	1.238	0
3.625	0	-19.92	0.229	0.052	0
3.75	0	-20.91	0.079	0.668	0
3.875	0	-21.97	0.117	1.25	0
4	0	-23.13	0.137	1.63	4.25
4.125	0	-20.92	0.281	1.732	233
4.25	0	-16.25	0.456	1.772	355.75
4.375	0	-15.23	0.337	1.448	144
4.5	0	-16.54	0.463	0.592	0
4.625	0	-19.16	0.217	0.252	0
4.75	0	-21.92	0.08	0.284	0
4.875	0	-23.65	0.233	0.208	0
5	0	-25.54	0.725	0.052	4.75
5.125	0	-21.44	0.372	0.052	277.25
5.25	0	-15.32	0.304	1.026	416.25
5.375	0	-13.91	0.153	1.55	122.75
5.5	0	-16.04	0.13	1.532	0
5.625	0	-18.82	0.087	1.346	0
5.75	0	-21.12	0.066	1.636	0
5.875	0	-23.53	0.077	0.608	0
6	0	-25.91	0.964	0.052	4.75
6.125	0	-22.18	0.112	0.052	293
6.25	0	-16.7	0.221	0.864	443
6.375	0	-15.08	0.169	0.816	143.25
6.5	0	-18.68	0.326	0.052	0
6.625	0	-20.46	0.262	0.052	0
6.75	0	-22.88	0.694	0.052	0
6.875	0	-24.75	0.113	0.064	0
7	0	-26.95	0.75	0.052	4
7.125	0	-22.53	0.129	0.052	286
7.25	0	-16.3	0.361	1.954	403.75
7.375	0	-16.26	0.287	1.23	154.75
7.5	0	-18.9	0.43	0.214	0
7.625	0	-21.83	0.487	0.052	0
7.75	0	-23.18	0.423	0.682	0
7.875	0	-25.41	0.417	0.418	0
8	0	-26.94	0.325	0.16	4.5
8.125	0	-22.13	0.305	0.064	292.5
8.25	0	-15.32	0.31	2.358	398.5
8.375	0	-14.44	0.234	2.648	150.25
8.5	0	-16.86	0.318	2.196	0
8.625	0	-19.24	0.343	1.182	0
8.75	0	-21.28	0.338	0.708	0
8.875	0	-22.18	0.241	0.158	0
9	0	-23.26	0.216	0.58	4.25
9.125	0	-19.75	0.19	0.052	280.75
9.25	0	-14.21	0.366	0.816	446
9.375	0	-13.31	0.826	0.664	174.5
9.5	0	-16.46	0.931	1.256	0
9.625	0	-17.99	0.886	2.93	0
9.75	0	-20.42	0.804	3.998	0
9.875	0	-21.45	0.074	3.37	0
10	0	-22.3	0.021	2.888	4.5
10.125	0	-18.49	0.085	1.786	277.75
10.25	0	-13.31	0.892	0.808	430.75
10.375	0	-13.36	0.746	0.328	187
10.5	0	-17.51	0.16	0.052	0
10.625	0	-20.06	0.264	0.052	0
10.75	0	-23.02	0.439	0.07	0
10.875	0	-24.12	0.377	0.054	0
11	0	-24.99	0.302	0.074	4.5
11.125	0	-20.09	0.217	0.364	292.5
11.25	0	-15.21	0.613	2.7	406
11.375	0	-13.64	0.674	3.232	173.25
11.5	0.84	-14.73	0.211	5.01	0
11.625	0	-13.56	0.202	4.978	0
11.75	3.72	-12.29	0.2	5.77	0
11.875	0.36	-13.77	0.183	4.998	0
12	0	-15.06	0.142	4.832	4
12.125	0	-12.32	0.195	6.882	272
12.25	0	-8.08	0.569	7.342	481.25
12.375	0	-7.51	0.422	7.022	188
12.5	0	-10.53	0.768	1.556	0
12.625	0	-11.5	0.039	4.024	0
12.75	0	-12.2	0.238	4.076	0
12.875	0	-13.05	0.983	2.888	0
13	1.2	-13.84	0.991	0.052	1.5
13.125	0	-10.72	0.428	1.28	74.5
13.25	1.56	-11.17	0.616	1.206	118.75
13.375	0	-10.43	0.448	1.39	63.75
13.5	3.24	-11.77	0.621	0.502	0
13.625	0.6	-11.87	0.766	0.052	0
13.75	0	-15.17	0.62	0.052	0
13.875	10.92	-13.76	0.54	1.442	0
14	0.9	-14.38	0.283	2.82	2
14.125	4.26	-15.66	0.996	2.776	107
14.25	4.38	-17.27	0.9	3.168	171.25
14.375	0	-15.98	0.781	3.298	99.5
14.5	0	-17.9	0.223	1.638	0
14.625	0.24	-17.48	0.382	2.376	0
14.75	0.24	-21.52	0.72	0.9	0
14.875	0	-22.29	0.428	0.072	0
15	0	-23.8	0.186	0.052	4.25
15.125	0	-20.76	0.181	0.346	309
15.25	0	-17.58	0.836	0.716	418.75
15.375	0	-18.01	0.282	0.052	183
15.5	0	-19.64	0.247	0.052	0
15.625	1.92	-18	0.442	0.052	0
15.75	2.04	-16.74	0.663	0.052	0
15.875	0.84	-16.77	0.564	0.91	0
16	0.84	-17.59	0.652	0.758	5.25
16.125	0.54	-16.49	0.325	2.354	296.5
16.25	0.54	-16.55	0.996	2.716	420.25
16.375	0	-16.06	0.991	3.724	182.5
16.5	0	-18.3	0.152	2.414	0
16.625	1.74	-20.65	0.306	2.644	0
16.75	1.74	-22.49	0.602	1.638	0
16.875	0	-23.13	0.223	2.712	0
17	0	-24.16	0.024	2.486	5.25
17.125	0	-21.12	0.12	3.346	254.75
17.25	0	-18.97	0.684	3.19	386.75
17.375	0	-18.08	0.084	1.862	180.75
17.5	0	-20.27	0.101	0.052	0
17.625	0	-20.64	1.002	1.432	0
17.75	0	-23.84	1.009	2.208	0
17.875	0	-24.74	1.01	0.57	0
18	0	-25.27	1.01	0.052	3.5
18.125	0.48	-22.23	1.005	0.756	222.75
18.25	1.8	-20.66	1.002	2.214	365.75
18.375	0	-21	1.004	3.616	123
18.5	0	-24.65	0.073	2.53	0
18.625	0	-27.64	0.022	1.462	0
18.75	0	-31.79	0.021	0.052	0
18.875	0	-32.32	0.022	0.052	0
19	0	-31.74	0.142	0.06	4.5
19.125	0	-27.68	1.013	0.776	267.25
19.25	0	-22.71	0.679	2.898	548.75
19.375	0	-23.47	1.008	0.79	179
19.5	0	-27.8	0.021	0.052	0
19.625	0	-30.1	0.022	0.052	0
19.75	0	-31.76	0.021	0.052	0
19.875	0	-31.86	0.021	0.762	0
20	0	-32.6	0.046	2.006	6.75
20.125	0.24	-28.62	1.015	1.926	295.25
20.25	0.24	-24.2	0.681	3.12	461.25
20.375	0	-24.8	1.001	0.68	210.5
20.5	0	-28.44	0.022	0.052	0
20.625	0	-30.61	0.021	0.052	0
20.75	0	-33.39	0.022	0.052	0
20.875	0	-34.74	0.023	0.052	0
21	0	-35.84	1.022	0.052	7.25
21.125	0	-30.06	1.017	0.052	328.25
21.25	0	-23.38	0.408	2.93	559.75
21.375	0	-24.42	0.919	0.666	242
21.5	0	-28.1	0.021	0.052	0
21.625	0	-29.1	0.022	0.438	0
21.75	0	-30.85	0.021	1.364	0
21.875	0	-31.94	0.022	0.91	0
22	0	-32.95	0.021	0.508	7.5
22.125	0	-28.16	1.014	0.976	329
22.25	0	-22.43	0.434	3.588	570.75
22.375	0	-24.2	1.007	1.17	244.25
22.5	0	-28.11	0.021	0.052	0
22.625	0	-29.41	0.02	0.052	0
22.75	0	-31.96	0.022	0.052	0
22.875	0	-32.08	0.022	0.052	0
23	0	-32.67	0.223	0.052	6.75
23.125	0	-27.87	1.015	0.264	331.5
23.25	0	-22.29	0.597	2.59	557.75
23.375	0	-23.6	1.008	0.842	247.75
23.5	0	-27.86	0.021	0.052	0
23.625	0	-30.38	0.021	0.052	0
23.75	0	-32.3	0.022	0.052	0
23.875	0	-33.78	0.021	0.052	0
24	0	-34.95	0.023	0.052	7.75
24.125	0	-27.27	1.013	0.052	334
24.25	0	-20.6	0.42	1.698	577.25
24.375	0	-23.44	1.008	1.474	257
24.5	0	-26.08	0.021	0.91	0
24.625	0	-25.43	0.1	1.864	0
24.75	0	-27.69	0.757	1.22	0
24.875	0	-30.62	0.395	0.052	0
25	0	-29.89	0.109	0.14	7.5
25.125	0	-24.12	1.008	1.238	333.75
25.25	0	-20.21	0.589	2.614	553
25.375	0	-18.99	0.994	1.874	231.75
25.5	0	-26.19	0.032	0.052	0
25.625	0	-29.98	0.181	0.052	0
25.75	0	-31.8	0.671	0.052	0
25.875	0	-32.1	0.22	0.052	0
26	0	-31.82	0.028	0.052	8
26.125	0	-24.91	1.01	0.052	338
26.25	0	-19.83	0.631	0.052	551.25
26.375	0	-22.78	1.007	0.314	233
26.5	0	-29.06	0.021	0.052	0
26.625	0	-31.21	0.022	0.052	0
26.75	0	-33.33	0.03	0.052	0
26.875	0	-33.34	0.022	0.052	0
27	0	-32.33	0.022	0.052	8
27.125	0	-25.35	0.021	0.328	376.5
27.25	0	-20.69	0.664	0.052	564.75
27.375	0	-23.68	0.02	0.052	224.25
27.5	0	-24.2	0.021	0.052	0
27.625	0	-24.44	0.213	0.052	0
27.75	0	-25.7	0.832	0.052	0
27.875	0	-26.35	0.869	0.052	0
28	0	-25.15	0.9	0.802	8.5
28.125	1.44	-21.92	0.201	1.33	298
28.25	1.44	-20.31	1	2.874	360.5
28.375	0	-19.34	1.002	1.512	146.75
28.5	0	-22.38	0.351	2.516	0.5
28.625	0	-24.63	0.19	2.434	0
28.75	0	-27.45	0.072	0.722	0
28.875	0	-28.92	0.065	1.552	0
29	0	-27.61	0.076	2.338	10
29.125	0	-23.75	1.008	3.104	334.25
29.25	0	-20.88	1.004	5.012	567.25
29.375	0	-19.02	1.001	4.402	200
29.5	0	-20.8	0.02	2.584	0.75
29.625	0	-24.2	0.021	2.192	0
29.75	0	-26.47	0.021	1.324	0
29.875	0	-27.14	1.014	1.49	0
30	0	-29.12	1.016	1.384	8
30.125	0	-25.9	1.011	1.956	316
30.25	0	-21.94	0.937	3.424	437.25
30.375	0	-20.11	1.003	1.606	219.5
30.5	0	-26.11	0.021	0.052	1.25
30.625	0	-27.67	0.02	0.052	0
30.75	0	-29.36	0.02	0.224	0
30.875	0	-30.89	0.022	0.342	0
31	0	-32.16	0.022	0.93	8.5
31.125	0	-27.37	1.014	0.708	301.25
31.25	0	-22.99	0.516	1.766	485.5
31.375	0	-23.99	1.001	0.356	229.75
31.5	0	-27.61	0.022	0.092	1.5
31.625	0	-28.14	0.021	1.094	0
31.75	0	-28.68	0.021	0.756	0
31.875	0	-30.19	0.022	0.288	0
32	0	-32.93	0.973	0.052	11
32.125	0	-25.48	0.068	0.052	329
32.25	0	-18.54	0.137	1.108	515
32.375	0	-19.47	0.053	0.054	244.5
32.5	0	-23.49	0.953	0.052	1.75
32.625	0	-23.5	0.976	0.052	0
32.75	0	-26.87	0.022	0.052	0
32.875	0	-26.56	0.021	0.052	0
33	0	-26.36	0.021	0.052	3.75
33.125	0	-23.13	0.449	0.854	141.25
33.25	0.12	-19.94	0.407	2.422	278.75
33.375	0	-18.53	0.151	1.23	155
33.5	0	-21.34	0.986	1.546	1.25
33.625	0	-20.87	1.003	2.942	0
33.75	0	-23.84	1.01	3.25	0
33.875	0	-24.53	1	3.828	0
34	0	-25.15	0.784	2.814	10
34.125	0	-19.72	0.044	3.244	309.5
34.25	0	-17.03	0.391	5.27	470.25
34.375	0	-14.53	0.065	4.6	218.25
34.5	0	-17.74	0.93	2.004	2.25
34.625	0	-22.14	0.02	0.586	0
34.75	0	-26.48	0.021	0.052	0
34.875	0	-27.97	0.021	0.052	0
35	0	-28.3	0.991	0.052	12.75
35.125	0	-22.17	0.125	0.266	351.75
35.25	0	-16.93	0.229	2.992	561
35.375	0	-16.53	0.027	2.292	289
35.5	0	-19.8	0.827	0.956	2.5
35.625	0	-21.34	1.002	1.786	0
35.75	0	-24.23	1.01	1.684	0
35.875	0	-26.98	1.001	1.144	0
36	0	-29	0.994	0.052	13.25
36.125	0	-21.19	0.094	1.062	335.75
36.25	0	-14.72	0.201	2.738	448.75
36.375	0	-14.7	0.038	2.23	251
36.5	0	-19.43	0.949	0.684	3
36.625	0	-19.46	0.912	1.46	0
36.75	0	-24.71	0.92	0.052	0
36.875	0	-25.43	1.003	0.052	0
37	0	-26.43	1.01	0.052	10.5
37.125	0	-20.26	0.402	0.052	252.25
37.25	0	-14.21	0.309	0.052	499.75
37.375	0	-13.5	0.242	0.052	293
37.5	0	-15.85	0.56	0.052	3.5
37.625	0	-19.1	0.989	0.052	0
37.75	0	-21.46	0.97	0.61	0
37.875	0	-20.72	0.977	3.356	0
38	0	-20.41	0.992	3.582	12.25
38.125	0	-14.07	0.14	5.358	374.25
38.25	0	-10.59	0.293	5.494	573.5
38.375	0	-10.03	0.066	4.524	290.25
38.5	0	-14.56	0.958	3.354	3.25
38.625	0	-15.15	0.209	2.994	0
38.75	0	-17.32	0.792	0.052	0
38.875	0	-19.81	1	2.632	0
39	0	-23	1.004	1.886	14
39.125	0	-19.77	0.541	2.298	406
39.25	0	-15.9	0.609	1.686	584.5
39.375	0	-13.97	0.118	0.052	311
39.5	0	-18.13	0.021	0.052	3.75
39.625	0	-20.79	0.02	0.052	0
39.75	0	-23.88	0.021	0.052	0
39.875	0	-25.98	0.021	0.052	0
40	0	-26.55	1.012	0.052	16.25
40.125	0	-18.97	0.498	0.052	404.75
40.25	0	-13.93	0.626	3.65	585.5
40.375	0	-9.9	0.679	4.026	250
40.5	0	-10.63	0.282	2.986	4.25
40.625	0	-15.8	0.288	2.156	0
40.75	0	-19.51	0.262	1.748	0
40.875	0	-21.94	0.492	1.488	0
41	0	-23.13	0.424	1.344	11
41.125	0	-17.72	0.161	3.944	337
41.25	0	-13.94	0.991	4.426	587.25
41.375	0	-10.47	0.762	4.02	311.75
41.5	0	-12.53	0.315	3.594	4.25
41.625	0	-16.37	0.379	2.8	0
41.75	0	-20.65	0.493	0.926	0
41.875	0	-22.98	0.564	0.052	0
42	0	-24.27	0.538	0.052	12
42.125	0	-14.42	0.216	0.052	351.5
42.25	0	-8.42	0.327	1.152	545.5
42.375	0	-8.07	0.359	0.052	198
42.5	0	-7.94	0.415	0.052	3
42.625	6.96	-10.71	0.41	0.636	0
42.75	0	-11.17	0.236	2.172	0
42.875	0.3	-14.2	0.381	0.098	0
43	0	-17.22	0.604	0.052	11.75
43.125	0	-14.2	0.599	0.052	182
43.25	0	-9.37	0.402	0.746	283.25
43.375	0.3	-9.16	0.586	2.37	143.25
43.5	0.3	-12.22	0.391	0.088	2.25
43.625	0	-16.08	0.699	0.052	0
43.75	0	-17.3	0.839	3.064	0
43.875	0	-18.85	0.808	3.252	0
44	0	-17.75	0.466	2.368	18
44.125	0	-12.61	0.732	4.872	318.5
44.25	0	-10.08	0.336	5.252	450.75
44.375	0	-8.79	0.29	5.04	243.25
44.5	0	-10.7	0.08	2.966	5.25
44.625	0	-13.8	0.157	2.97	0
44.75	0	-16.31	0.427	3.124	0
44.875	0	-16.67	0.315	3.946	0
45	0	-15.28	0.043	3.804	13.75
45.125	0	-12.31	0.058	7.084	224.75
45.25	0	-12.47	0.248	8.128	375.25
45.375	0	-10.6	0.161	7.642	203
45.5	0	-14.83	0.333	2.15	5
45.625	0	-17.73	0.497	2.546	0
45.75	0	-19.22	0.547	2.7	0
45.875	0	-20.87	0.445	2.806	0
46	0	-22.55	0.352	1.218	19.75
46.125	0	-15.88	0.188	2.54	323.5
46.25	0	-10.52	0.189	3.37	477.75
46.375	0	-6.92	0.105	2.756	244.75
46.5	0	-10.31	0.236	1.79	5.5
46.625	0	-14.36	0.378	1.398	0
46.75	0	-18.4	0.596	0.052	0
46.875	0	-20.76	0.603	0.052	0
47	0	-23.69	0.661	0.052	18.5
47.125	0	-12.05	0.24	0.052	368.5
47.25	0	-5.43	0.318	2.878	537.25
47.375	0	-3.69	0.108	3.518	271.25
47.5	0	-10.91	0.41	1.45	5.5
47.625	0	-11.68	0.343	1.022	0
47.75	0	-14.83	0.485	2.308	0
47.875	0	-16.36	0.429	1.546	0
48	0	-19.03	0.517	0.08	20.5
48.125	0	-9.23	0.178	0.95	411.5
48.25	0	-5.11	0.166	3.248	598.5
48.375	0	-3.23	0.416	2.808	317.75
48.5	0	-9.5	0.878	0.052	5.5
48.625	0	-8.75	0.619	1.922	0
48.75	0	-10.7	0.305	3.864	0
48.875	0	-12.68	0.097	2.272	0
49	0	-14.26	0.298	0.052	25
49.125	0	-8.21	0.152	0.566	406.25
49.25	0	-7.64	0.203	2.068	517.75
49.375	0	-6.68	0.32	4.76	272.25
49.5	0	-11.24	0.237	2.03	7
49.625	0	-14.73	0.298	0.07	0
49.75	0	-16.97	0.322	0.052	0
49.875	0	-19.65	0.597	0.364	0
50	0	-21.64	0.82	0.084	20.5
50.125	0	-12.6	0.398	2.334	428.5
50.25	0	-7.43	0.409	4.876	569.25
50.375	0	-5.76	0.152	4.06	264
50.5	0	-9.99	0.206	1.05	6.75
50.625	0	-11.85	0.209	1.416	0
50.75	0	-13.71	0.205	0.45	0
50.875	0	-11.36	0.147	0.95	0
51	0	-13.34	0.318	1.92	24
51.125	0	-6.54	0.118	2.246	338.25
51.25	0	-7.24	0.35	2.218	465.75
51.375	0	-6.98	0.496	4.036	237.5
51.5	0	-11.91	0.59	1.048	8.75
51.625	0	-15.73	0.81	0.32	0
51.75	0	-16.67	0.392	4.352	0
51.875	0	-17.53	0.503	3.722	0
52	0	-18.61	0.677	1.606	21
52.125	0	-10.51	0.313	2.726	421
52.25	0	-6.25	0.547	5.656	572
52.375	0	-6.34	0.369	6.292	265
52.5	0	-6.6	0.238	1.358	7
52.625	0	-10.93	0.244	2.108	0
52.75	0	-14.07	0.307	4.024	0
52.875	0	-15.15	0.341	3.884	0
53	0	-15.64	0.342	2.28	30
53.125	0.42	-9.04	0.302	5.11	476.75
53.25	0	-6.23	0.097	5.536	586.75
53.375	0	-4.41	0.185	6.01	335.5
53.5	0	-8.96	0.27	2.234	8.25
53.625	0	-10.94	0.272	4.284	0
53.75	3.12	-11.88	0.202	4.566	0
53.875	0	-11.08	0.211	3.196	0
54	0	-13.05	0.12	0.348	35
54.125	0	-8.6	0.303	6.02	417.75
54.25	0	-8.23	0.392	8.386	562.75
54.375	0	-7.02	0.198	8.284	308
54.5	0	-11.32	0.246	3.964	8.25
54.625	0	-13.97	0.793	1.444	0
54.75	0	-15	0.02	0.258	0
54.875	0	-15.46	0.02	1.78	0
55	0	-15.92	0.02	2.278	32
55.125	0	-11.87	0.691	5.128	458.25
55.25	0	-10.74	0.261	7.09	559.25
55.375	0	-9.37	0.162	7.05	299.25
55.5	0	-11.2	0.302	2.132	10.25
55.625	1.08	-15.44	0.58	0.43	0
55.75	0	-17.68	0.68	0.052	0
55.875	0	-17.81	0.653	0.052	0
56	0	-16.4	0.606	0.052	13
56.125	0	-14.08	0.467	0.052	208.5
56.25	0	-12.47	0.722	0.684	314.5
56.375	0	-11.01	0.531	3.65	168.25
56.5	0	-11.93	0.268	2.214	4
56.625	0.54	-14.45	0.305	0.052	0
56.75	0.54	-17.06	0.234	0.46	0
56.875	0	-19.93	0.672	0.818	0
57	0	-20.89	0.996	0.052	31
57.125	0	-16.13	0.16	2.264	277.25
57.25	0	-15.95	0.804	1.654	367.75
57.375	0	-14.27	0.711	5.838	212
57.5	0	-13.84	0.157	5.418	5
57.625	0	-16.93	0.315	2.31	0
57.75	0	-19.98	0.646	3.468	0
57.875	0	-20.74	0.676	4.232	0
58	0	-20.01	0.501	2.916	43
58.125	0	-15.88	0.278	5.256	299.25
58.25	0	-14.03	0.624	4.362	468.5
58.375	0	-11.71	0.646	6.39	322.25
58.5	0	-10.06	0.48	5.024	8.5
58.625	0	-11.47	0.539	4.204	0
58.75	0	-11.95	0.516	3.298	0
58.875	0	-12.95	0.435	5.16	0
59	0	-14.27	0.365	3.642	20.5
59.125	0	-12.17	0.228	8.49	254
59.25	0	-10.8	0.667	9.478	374.5
59.375	0	-8.26	0.466	9.604	206.75
59.5	0	-9.22	0.198	4.598	8.75
59.625	0	-11.45	0.118	4.262	0
59.75	0	-13.99	0.091	2.976	0
59.875	0	-17.35	0.36	2.806	0
60	0	-20.07	0.974	1.01	43.75
60.125	0	-12.75	0.097	2.356	426.25
60.25	0	-8.36	0.228	4.928	578
60.375	0	-6.34	0.246	3.738	299
60.5	0	-11.31	0.767	1.684	13
60.625	0	-12.57	0.401	2.166	0
60.75	0	-15.1	0.429	1.238	0
60.875	0	-15.67	0.449	0.264	0
61	0.42	-16.47	0.453	0.052	29
61.125	0	-10.23	0.54	0.052	335.5
61.25	0	-7.75	0.283	0.052	387.75
61.375	0	-7.69	0.336	0.758	242.25
61.5	0	-7.97	0.997	3.668	8
61.625	0	-11.59	0.508	0.332	0
61.75	0	-16.42	0.775	0.052	0
61.875	0.36	-16.44	0.431	0.498	0
62	0.36	-19.4	0.77	1.292	27.5
62.125	0	-16.06	0.176	1.44	347.5
62.25	0	-14.95	0.994	2.378	638.75
62.375	0	-12.18	0.993	5.256	387.25
62.5	0	-15.21	0.552	4.706	14.75
62.625	0	-18.02	0.691	0.638	0
62.75	0	-20.08	0.954	0.052	0
62.875	0	-20.52	1.008	0.052	0
63	0	-21.53	1.01	0.052	38
63.125	0	-17.22	0.259	1.992	489.75
63.25	0	-14.4	0.997	4.81	641.75
63.375	0	-12.06	0.115	6.852	329.75
63.5	0	-13.89	0.249	4.966	15.25
63.625	0	-18.17	1	0.33	0
63.75	0	-19.91	0.997	0.052	0
63.875	0	-22.03	0.989	0.302	0
64	0	-23.75	0.98	0.692	39.5
64.125	0	-18.7	0.074	2.742	517.75
64.25	0	-14.24	0.198	5.328	628.25
64.375	0	-10.98	0.563	5.9	349.5
64.5	0	-12.58	0.261	5.57	13.5
64.625	0	-15.3	0.317	3.544	0
64.75	0	-16.72	0.203	0.996	0
64.875	0	-19.41	0.247	1.126	0
65	0	-21.66	0.301	1.14	44.25
65.125	0	-15.54	0.202	1.118	516.25
65.25	0	-10.24	0.533	2.856	656.75
65.375	0	-7.24	0.331	2.742	356.75
65.5	0	-5.98	0.126	3.596	15.5
65.625	0	-9.93	0.118	5.044	0
65.75	0	-13.88	0.132	3.796	0
65.875	0	-17.34	0.205	1.868	0
66	0	-20.17	0.303	0.052	50.5
66.125	0	-11.26	0.411	1.504	534.75
66.25	0	-6.47	0.311	1.526	675.25
66.375	0	-4.39	0.244	1.562	363.5
66.5	0	-3.32	0.633	1.192	15.25
66.625	0	-4.44	0.448	3.51	0
66.75	0	-10.11	0.141	3.574	0
66.875	0	-12.76	0.145	2.754	0
67	0	-15.35	0.193	1.016	53.25
67.125	0	-10.18	0.393	2.262	572.5
67.25	0	-8.14	0.289	4.27	615
67.375	0	-5.72	0.187	5.41	356.75
67.5	0	-6.94	0.293	2.846	19
67.625	0	-12.58	0.248	0.638	0
67.75	0	-15.71	0.387	1.39	0
67.875	0	-17.01	0.415	3.41	0
68	0	-17.93	0.405	3.73	66.25
68.125	0	-8.57	0.32	4.766	580.75
68.25	0	-4.41	0.216	3.658	678
68.375	0	-4.33	0.14	3.386	396.5
68.5	0	-3.93	0.39	0.524	15
68.625	0	-8.19	0.217	0.658	0
68.75	0	-10.3	0.226	3.354	0
68.875	0	-12.25	0.282	2.124	0
69	0	-11.48	0.237	0.442	56.75
69.125	0	-5.47	0.285	2.146	572.25
69.25	0	-4.76	0.308	2.43	697
69.375	0	-4.14	0.208	4.22	386
69.5	0	-7.21	0.152	3.282	16.5
69.625	0	-9.95	0.21	1.332	0
69.75	0.42	-12.23	0.473	0.226	0
69.875	0	-13.37	0.402	2.11	0
70	0	-16.98	0.827	1.18	58
70.125	0	-8.2	0.114	2.406	565
70.25	0	-4.78	0.139	4.244	750.25
70.375	0	-3.37	0.104	3.036	442.75
70.5	0	-7.66	0.238	0.052	18
70.625	0	-10.15	0.204	1.436	0
70.75	0	-13.36	0.205	2.344	0
70.875	0	-14.31	0.219	0.992	0
71	0	-13.21	0.155	0.198	24.25
71.125	0	-9.3	0.375	2.276	240
71.25	0	-8.29	0.498	3.47	582.25
71.375	0	-6.12	0.241	7.136	340.25
71.5	0	-10	0.347	3.232	16.25
71.625	0	-14.64	0.59	0.052	0
71.75	0	-15.03	0.6	0.052	0
71.875	0	-14.83	0.717	0.052	0
72	0	-14.26	0.423	0.052	56
72.125	0	-10.31	0.232	3.2	324.75
72.25	0	-8.82	0.188	4.9	535
72.375	0	-7.53	0.21	6.662	340.75
72.5	0	-10.82	0.405	3.388	19.5
72.625	0	-15.57	0.627	0.052	0
72.75	0	-17.99	0.02	1.608	0
72.875	0	-19.33	0.021	2.206	0
73	0	-17.56	0.369	3.69	70.75
73.125	0	-11.76	0.376	6.416	449.25
73.25	0	-10.68	0.311	6.506	547.5
73.375	0	-10.31	0.21	8.356	306.5
73.5	0	-12.15	0.247	4.548	14.25
73.625	0	-15.15	0.321	2.938	0
73.75	0	-17.44	0.64	4.114	0
73.875	0	-19.1	0.514	5.018	0
74	0	-20.13	0.261	5.142	80.25
74.125	0	-13.49	0.058	9.126	610.75
74.25	0	-9.92	0.038	10.836	675.5
74.375	0	-9.19	0.078	11.164	342.75
74.5	0	-11.29	0.708	7.078	18
74.625	0	-14.34	0.662	4.534	0
74.75	0	-15.64	0.548	4.404	0
74.875	0	-18.12	0.021	4.076	0
75	0	-19.42	0.935	3.51	85
75.125	0	-11.91	0.157	4.388	576.25
75.25	0	-10.5	0.304	3.388	708.75
75.375	0	-7.29	0.253	5.078	417.75
75.5	0	-8.94	0.334	2.548	24.25
75.625	0	-14.07	0.453	0.052	0
75.75	0	-16.36	0.48	0.322	0
75.875	0	-16.92	0.474	1.702	0
76	0	-17.62	0.472	1.692	81
76.125	0	-10.11	0.215	3.266	620.75
76.25	0	-7.05	0.341	2.78	700.75
76.375	0	-3.89	0.321	4.554	355.75
76.5	0	-5.2	0.224	2.67	25.5
76.625	0	-10.12	0.336	0.706	0
76.75	0	-11.13	0.815	0.82	0
76.875	0	-10.93	0.646	1.708	0
77	0	-11.53	0.553	2.678	14.25
77.125	6.9	-7.41	0.352	8.576	117.75
77.25	3.6	-9.41	0.507	6.236	166
77.375	1.02	-8.59	0.475	10.62	148.25
77.5	2.34	-11.54	0.309	9.64	9.25
77.625	0.24	-15.01	0.316	5.956	0
77.75	0	-16.2	0.311	3.124	0
77.875	0.42	-19.95	0.865	3.348	0
78	0.42	-22.45	1.002	2.462	74.25
78.125	0	-15.98	0.197	5.874	588.75
78.25	0	-12.63	0.465	6.408	745
78.375	0	-8.65	0.304	7.302	402
78.5	0	-10.32	0.338	4.008	19.75
78.625	0	-10.13	0.303	5.068	0
78.75	0	-9.23	0.996	6.032	0
78.875	0	-11.87	0.996	10.102	0
79	0	-14.59	0.994	10.134	65
79.125	0	-11.23	0.468	12.796	371.25
79.25	0	-7.88	0.199	10.628	592.75
79.375	0	-7.63	0.136	11.484	405
79.5	0	-10.05	0.216	6.17	21.5
79.625	0	-13.62	0.289	5.068	0
79.75	0	-14.74	0.236	4.098	0
79.875	0	-16.14	0.02	3.998	0
80	0	-18.41	0.112	1.01	76.25
80.125	0	-10.44	0.181	4.758	546.75
80.25	0	-7.46	0.244	6.278	703
